Unnamed: 0,id,tweet,Majority_Sentiment
1355,89790926,"@username nwanne, hapu onye alaa biko. okwa imana o'u onye ofe mmanu?",Hate
2587,89977045,"o kwa nwa nza buwe, o dika o ga-aka nne ya! #igbo #tweetigbo",Normal
2945,89977404,@username nwa chineke alụ melụ ooh! mana nkata ga ekpudo onye aghụghọ very soon! 🤔,Normal
1894,89792135,@username ewu congo. fool,Abuse
1121,89790690,"@username epe lo ma pa e! alainironu omo ale   ofeke dika gi, uchu gbagbukwe gi na nna gi, oshimmiri loo ihe oma niile ga-abiara gi. elu na ala bukwaa gi onu...aguru ga a abu nri ututu na abali gi. anyammiri aghaghi ako gi n’anya! o gaghi adiri gi na mma.   efulefu di ka gi! oduduwa slave",Abuse
2904,89977363,"@username agadi na agwọ ofe, onye iberibe, anụ mpama",Abuse
2867,89977326,@username ewu igbo shame on you,Abuse
2386,89976844,@username eze ule 😂,Abuse
462,88977155,"@username rie nsị akwụna awka, chief otunist",Abuse
2017,89976475,good news from russia.  chuddy nwannem your testimony shall remain permanent makana onye agwu goziri na ogozigo ya.,Normal
2833,89977292,@username anu mpama. onye iberibe. chukwu kpogi oku,Abuse
158,88976848,"nke bu ekwensu,correct owerri man 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ##url",Abuse
1867,89792108,@username ezigbote onye ori ka'obu.,Abuse
2951,89977410,@username ewu na amaghị mmụọ chịrị ya ọzọ.  continue,Abuse
679,89791914,"o_o..tot mkpi means 'horny' :) rt""@username : isi ewu nwa mkpi a di ezigbo uto rt @username : dat he-goat head is too delicious #translateinigbo""",Normal
2732,89977190,@username ị nwere ọnụ ọjọọ loool,Abuse
1885,89792126,@username 😂😂😂nnukwu isi aki...lmao,Abuse
239,88976929,"ewu na enweghi odu, chi ya na achuru ya ijiji!",Normal
1431,89791002,@username ndị afọ njọ akaria,Abuse
2651,89977109,"atualu omalu, omalu....atualu ofeke ofeye isi n'ofia",Normal
1928,89792170,@username stupid boy. nti elekere nti oba.😬 onye iberibe. god save your preeq today ni sha. #bbnaija ##url,Abuse
101,88976791,"mma gboo,ka udele ji ebe no osisi kporo nku #proverbs",Normal
316,88977008,@username ikpu nne gi there,Abuse
1678,89791919,@username ezigbo onye ori,Abuse
2123,89976581,"@username ma ndị nwoke ma ndị nwanyị na-aghọgbu ndị hụrụ ha n'anya, ma nwoke ma nwanyị bụ ndị ikpe mara. ịgbaghara onye aghụghọ siri ike n'ihi na ọ na-adọwa mmadụ, mana ndị mmadụ ka na-agbaghara ma ụfọdụ ndị aghụghọ na-atụgharị akwụkwọ ọhụrụ ma agbaghara ya.",Normal
2733,89977191,@username eringa ajo nwaanyi!  this movie ehhh 😂😂,Abuse
834,89792069,"ok sir.. oya, address @username ka kitikpa gbagbuo gi 🤣 ##url",Abuse
262,88976953,@username just look at agbero pastor. onye nzuzu,Abuse
1133,89790702,@username rie nsi anụ ọhịa,Abuse
1606,89791847,@username ugbua bụ oge ndị igbo anyị achọghị iji ntị anụ asụsụ ọzọ 🤗,Normal
2045,89976503,"@username ezi, nkita ara, ewu. go get a life",Abuse
1732,89791973,@username onukwu! dimkpa benin!,Abuse
982,89792218,"@username achọrọ m nwoke toro eto, nwoke mara mma na onye kristian, nwoke nwere ezigbo obi na aka olu. achoro m nwoke nke ala.",Normal
1694,89791935,"@username choi!!!  otoo m iche🤣🤣🤣🤣🤣  @username come over here, bia furu umu nne gi",Normal
180,88976870,@username nwaanyi inokwa na obodo a? ihiala they've shooting and bombing since last year,Normal
2303,89976761,@username mechie eze ule ndi biafraud,Abuse
341,88977033,@username na ọgbanje posing 😎,Abuse
2235,89976693,tinubu and shettima rn.       #emergencyalert #electionresults2023  he peter obi okwute hope ##url,Normal
1729,89791970,@username kitikpa gbagbuo gi na ezi na ulo gi,Abuse
1042,89790611,"lol onye alaa""@username : ndi ofe mmanu rie nu. rt @username : igbo kwenu""",Hate
663,89791898,"@username oburu na nne gi zuru gi ofuma , igaghi abia ebea na akogheri ka onye na enwero uche .  biko zuzupuo ebea",Abuse
481,88977174,@username uche nkita  cry more 😂🤣,Abuse
2125,89976583,@username ...mbe jụrụ ihe mere ha jiri zie ya òkù ahụ ebe ọbu naanị nne ya nwụrụ.ha gwara ya na ọnwụ nne ya bụ ihe ha ahutubeghi mbụ...  onye aghụghọ nwụọ...,Normal
1470,89791041,@username chai nwaanyi ofe mmanu,Hate
2420,89976878,imagine being served isi nkita as isi ewu 😂😂😂😂,Normal
2105,89976563,until you meet a bouncer! ntị anụ gị ife.. ##url,Normal
1102,89790671,"@username afam inugo nụ na imere ya outsider, kaba arụ tụgharịa nwa a ka ọbụrụ insider maka ịnụ na osobego ndị ùgwù ma ọ bụ ndị ofe mmanụ",Hate
2692,89977150,@username ok..bye bye... stew mmanu ofe mmanu 😊,Normal
2400,89976858,"@username atụrụ mụrụ ebini gba aka nwa, mgbe oge ruoro amara mụ na gị onye bụ onye. fulani cow claiming to be onye igbo, biko jee jụọ nne gị onye tụrụ ya ime owee mụọ gị.",Normal
1664,89791905,"the gyal bu nnukwu isi, ontop am she dey do shakara.",Abuse
1205,89790776,@username typical of onye ọgwụ ego,Abuse
789,89792024,"ssg i miss popular side.ano m ugwu-awusa ugbua,enweghizi m ike isonye.",Normal
2085,89976543,"onye wu nna gi? onye gi bu?  this is the greatest comeback of 2018, there is no defeating it.",Normal
2594,89977052,@username otile! mkpi awusa,Abuse
2256,89976714,better than ewu awusa ##url,Abuse
2792,89977251,@username nna gi na nne gi udc,Normal
248,88976938,@username taa mechie eze ule,Abuse
2624,89977082,miri ya na agwọ ọya aqua mmiri mbaka nsọ nsọ nsọ! ##url,Normal
2541,89976999,onye ori okuko ##url,Abuse
2705,89977163,"@username , isi gị bụ nụ isi aki oyibo, ọ dịghị awa awa.",Abuse
2015,89976473,"@username otu nne gi is mad for commenting, ozu",Abuse
348,88977040,@username am sure ull unveil her statue? 😂😂😂 governor onye nzuzu,Abuse
1981,89792223,🤣🤣🤣🤣🤣 akpi zukwanuike ebe ụmụ nwaanyị nọ. ##url,Abuse
2745,89977203,@username kitikpa na amosu chuba gi. anu ohia.,Abuse
2266,89976724,"onye ajuju... i juta isi nkita, i ga eji agba ya me gini?",Normal
656,89791891,"@username ndi ugwu choro igbanyere onye ofe mmanu film. o choro ticket, ha enye ya ticket. ha nyere ya garri, ma wunyere ya aja na garri.",Hate
1183,89790754,@username nwannem biko kwuwe okwu ka ogba aghara na ada ha n'isi . ebe obula osoro gi noro ihe anyi ma wu shi biafra ga ala riri ma ha ochoro ya ma ha achoghi ya ! hapugodu ndi ugwu ara ndia no ebea na agbo ka nkita ara,Hate
936,89792172,@username ashi  na bianca slap obiano wife. the nkita ara collect slap from ijele nwanyi  there was a slap 🤣🤣🤣🤣,Abuse
2608,89977066,@username nnukwu isi. 😜,Abuse
2572,89977030,hahaha ndia bu kwa ndi akpiri ego. rt @username : @username yep hand the money to her ryt nw,Abuse
1760,89792001,watch vero ile mgbada - 2015 latest #nigerian #nollywoodigbomovie ##url,Abuse
2861,89977320,"@username ani uchenna bu onye ori, ozu nwuru anwu.",Abuse
2161,89976619,@username anu mpama. ewu na enweghi uche.,Abuse
911,89792147,"@username nwannem, ekelem gi. i bụghi mgbada tata. i celebrate you sir.",Normal
446,88977139,"@username can you spell ""nwa-enwe, onye iberibe""?",Abuse
618,89791853,"@username ewu awusa, to be precise",Abuse
2720,89977178,i’m embraassed on behalf of his wife and kids. agadi nwoke na agwo ofe😂😂😂😂 ##url,Abuse
1620,89791861,"azu :* @username : same.... ewu. #muah ""@username : onye iberibe :p ...... gud.u? @username : tot as much!!! lazy boy :p... haawa u na?""",Abuse
1041,89790610,@username mr umujuwa onye iberibe,Abuse
1099,89790668,@username and who's a negro? ọdika isi adirọ gi mma?,Abuse
1619,89791860,@username abum ezigbo onye nnewi mana aburom onye oshi!,Abuse
2536,89976994,"smh...some guys are just foolish""@username : ndi ofe mmanu ( -̩̩̩͡˛ -̩̩̩͡) @username : o_o rt @username : wtf ##url",Hate
548,89791783,"@username nne na nna gi mugu,generation born and unborn mugu…azu amu gi mugu,ike gi mugu,otele gi mugu",Abuse
1731,89791972,@username ezigbo itiboribo. this one is original isi aki oyibo,Abuse
2767,89977225,@username 😂😂😂 ndi nzuzu,Abuse
264,88976956,"@username ewu gambia, nzuzu nji unu aka ojoo unu bu nde ofe mmanu.  anu mpama.",Hate
1216,89790787,"@username akpa otu nne gi gbawa !!ala mehe onu idaghiga,egbe eligwe gbagbukwe gi,otu rachie mma gi!!udele!! ina achaka onye awuru hypo!!",Abuse
1771,89792012,@username lmao. onye agwu zuo ike! rest!,Abuse
354,88977046,"@username asiri; ""ehi na cho onwu anaghi ano esi ozu""  oya na",Normal
209,88976899,akpo this man onye nzuzu kita asi na mmadu na akpo ukochukwu onye nzuzu ##url,Abuse
1014,89790583,@username lol... mkpi!!! rest biko,Abuse
885,89792120,@username ibu onye mgbu,Abuse
1462,89791033,@username did you shout 'ekwensu ewelu aru nyusaa oku mmuo....' for the culture.,Normal
1108,89790677,@username efulefu! onye iberibe..,Abuse
1709,89791950,@username onye oshi økükø..lai down there kam piawa gi azu.. ##url,Abuse
2163,89976621,@username ọnụ ọjọọ pro max,Abuse
58,88976748,"@username and you had to find a way to pin peter obi to this, you're beyond redemption ozu!!!  y'all keep mentioning peter obi unprovoked and when his supporters come for you, you start shedding tears.  ekwensu kpọọ gị ezigbote ọkụ, nkịta ara!!!",Abuse
2241,89976699,who is this one? get out and get lost!  onye iberibe! onye nzuzu! onye aruruala! onye oshi! atulu! nama! 😤😡😠🤬  @username please coman calm me down abeg. 😤 ##url,Abuse
2179,89976637,@username kitikpa gbagbuo gi dia 👿 ⚡,Abuse
562,89791797,"@username ezi bida, otele gbawa nne gi dere.",Abuse
2000,89976458,@username agadi ekwe nkà! agadi na agwọ ofe!,Abuse
230,88976920,@username neenu ka this man ji buru nnukwu isi ya na-anọchi mmadụ ụzọ here😏🙄,Abuse
2672,89977130,@username keep recruiting terrorists into biafrans land and they'll all be sent to chiukwu okike abiama puru ime ihenile for judgements. ndi akpiri ogologo ego otu umunwayi sharing fighter group you're,Abuse
1681,89791922,@username e bi nno ezigbote akpa amu. onye ori,Abuse
832,89792067,@username what is this one numbering?  atụrụ 🙄,Abuse
1288,89790859,@username etigbote anya ikwikwi 😂😂😂😂,Abuse
2430,89976888,@username akwụna ọkụ 😂😂,Abuse
1046,89790615,lmaoooo =))) o bu onye iberibe rt @username : @username yes. ibrahim? o gini kwanu? i chefugonu ebe i si we je?,Abuse
2781,89977239,"wen u see nwa nza dancing in d middle of d the road, ndi muo na akuru ya igede n'ime ohia #rosa",Normal
845,89792080,"ndi ofe mmanu na ndi ugwu gwara anyi si na anyinwa bu ndi igbo adighi na otu.. anyi were kwere. nkea bu ezigbote asi. onweghi ebe nghotafe na adighi.. mana nwanne na nwanne sechaa, ha ekpezie. igbo bu otu. igbo mma mma nu. ##url",Hate
1027,89790596,@username ibụ anụ ọhia,Abuse
709,89791944,@username kitikpa gbagbue gị there. anụ ọhịa,Abuse
425,88977118,"sonyere adaigbo na mmemme o na afio na ulo oru dream fm ,dika mba uwa na emerube mmemme ezinulo taa anyi choro ka igwa anyiaha nna gi,nnanna gi,nnanna nna gi ruo  na nke ise maobu nke nne gi  oge 4-5pm  gwa anyi eziokwu",Normal
70,88976760,onye iberibe. i wu ewu mmee ##url,Abuse
1415,89790986,oke ogo ndi ofe mmanu ##url,Hate
915,89792151,@username nna sachie eze ule gi,Abuse
1646,89791887,@username ana m ako ikpu nne gi,Abuse
850,89792085,"@username onye nka obu mmadu?  ike gwuru, onweghi ihe anyi agaghi anu no onu ndi mmadu n'ekwu okwu ka anu ohia!",Abuse
1154,89790723,"@username go and vote your fulani moslem deborah samuel killers ndi eriri eri !shame on u n your likes,fulani a.slicker mkpi!nna gi ga anwu 10× onye oshi!!",Abuse
2703,89977161,"@username anyi na ndi sabo/oteletuals esighi otu uzor aga  if you are a sabo, we address you like sabo if you are an oteletual, we will treat you like an oteletual.  @username onye mgbu",Abuse
1066,89790635,"@username onye iberibe, si nga puo",Abuse
2229,89976687,"😂😭👍 “@username : ngi wa nko......ke inye ibu? ""@username : ndi  asiri gbakute abiago .... welcome o""”",Abuse
621,89791856,#lunchtimewaka   dey 🔛       #np  ana enwe obodo enwe @username #traffictainment 📶     #trafficupdates ##url,Normal
814,89792049,@username onye oshi onye beribeeee 😭😭😭,Abuse
2882,89977341,otu nne gi keep hope alive ##url,Abuse
968,89792204,"@username that mugu blocked me too lol 😆😂🤣 buru  sọ nnukwu isi, ma onweghi ihe dina ime ya.",Abuse
2380,89976838,onye oshi :( rt @username : yo!,Abuse
2053,89976511,@username ọgbanje dash me,Abuse
860,89792095,@username how can this low budget willie obiano be someone's pastor? isi shampoo with ezigbote bleaching cream. negodi ka nwoke na cha ka ife ana fu na stew ndị ofe mmanụ 😂,Abuse
1756,89791997,"lol.curse""@username : nkita rakwa nwanne gi nwaanyi@username : onye iberibe, nna gi onyeoshi, @username : 98% of igbo boys are armed robbers""",Abuse
1996,89976454,@username says an animal in human skin called @username . onye igbo kaki. ewu congo. onye nwuru anwu na-aga ije. eke kpogbuokwa gi na exit n’ulo gi,Abuse
2816,89977275,"nkita ara chala otu onye ara,  nkita ara chala otu onye ara.",Abuse
280,88976972,anu mpama rt @username : taaa! rie nsi! rt @username : see ur life *smh* rt uche_p: shaarraaap! i wu onye oshi,Abuse
1568,89791809,"ọ kwa mmadụ ka a na-agwọrọ isi ewu, ọ na-eche?",Normal
1467,89791038,@username eze ule zuzupụọ,Abuse
2482,89976940,kitikpa gbagbuo gi na prayer there.  onuku!! ##url,Abuse
1138,89790707,"@username onye oshi, you think say na by grammar? 😂  your political journey is over, peter obi has exposed y'all ass, ekwensu dey quote bible, oku muonso gbapu gi isi",Abuse
1611,89791852,@username she has obi okwute. i pity elo sha,Abuse
554,89791789,"@username usu ogu imi. i wughi anu ala,i wughi anu elu. o huru nri da obo, ndi ofe mmanu ji e hicha ike .",Hate
1312,89790883,ka ezigbote onye oshi ##url,Abuse
597,89791832,@username ndi ofe mmanu ndi ara ....,Hate
2797,89977256,#peterobiinenugu e choke oooooooo entry of our principal peter obi okwute ndi igbo🇳🇬🇳🇬 enugu state obidients finished work. #obiiscoming #obidatti023 #obidatti2023 #peterobi4president2023 #peterobiforpresident2023  aisha yesufu even wike rufai arise tv igbo's south east nigeria ##url,Normal
804,89792039,@username onye asili onye juu gi?,Abuse
2124,89976582,"@username maka na nne gị gwara gị na ị bụ onye igbo apụtaghị na ị bụ onye igbo na ezi yá, gá jụọ akwụna ahụ ị kpọrọ nne gị ebe onye awụsa fulani ahụ n'ere tomato tụbara yá ime gị nọ, ##url",Abuse
2971,89977430,anu ohia!ofeke na amaghi oge ekere nku ukwa.keep fooling yourself mrs buhari aid. ##url,Abuse
2884,89977343,@username ajọ nwa  🤣🤣🤣,Abuse
441,88977134,"nwa nza na-ere na-esi,o si na-oña mmanu..surugede bu egwu mmuo!..",Normal
509,89791744,"@username u will d!e a shameful d,eatth. onye ekpenta",Abuse
77,88976767,@username anu ohia rere ere. udele a buru onu. nkita ara.,Abuse
2088,89976546,coconut head..  isi aki oyibo.  😂😂😂😂 ##url,Abuse
650,89791885,"@username kitipka lacha ezinulogi anya,agadi ekwenka,onye iberibe,i biara twitter na edisgrasi ndi obodo gi,ifele eme,okenye iberibe ,usu,oke mkpi,ezi wawa",Abuse
523,89791758,@username shift.... onye ime ezi,Abuse
1451,89791022,@username .....ajọ nwa.. 😂😂😂😂😂,Abuse
2050,89976508,@username abeg no compare oke mpi with ewu awusa,Abuse
1458,89791029,how is her current husband taking all this? nke a bu ezigbo ihere.  agadi nwanyi n'agwo ofe,Abuse
1912,89792154,ina host space....invitia ndi ofe mmanu fa bia there na akpali ndi-igbo.....build gbuo onwe gi na bridge there.....  ezi ofia.,Hate
1770,89792011,akpa used comdom rt @username : ewu awusa rt @username : mkpi rt @username : mbe rt @username : ► why re u even following me???,Abuse
1502,89791743,@username oburo ordinary ewu onye nke a bu ewu awusa,Abuse
1164,89790734,@username peter obi okwute ndi igbo,Normal
1614,89791855,@username onye oshi. see this conc akwụnakwụna,Abuse
631,89791866,@username nne gi bu udele nwuru anwu. anuofia.,Abuse
1341,89790912,o ala ko nwanne ya??? because this thing you tweeted is arrant rubbish  you tweeted the stuff 2 times yesterday and you open your mouth to call it cruise alachugbakwagi onye ala onye nzuzu oku nke eligwe gbawakwagi ebeahu onye mmuo ##url,Abuse
2507,89976965,"#idreamzmedia: “consumption of suya, isi-ewu, kilisi, ngwongwo killing nigerians” – minister of health warns ##url",Normal
2551,89977009,ọkwá maka ndị akpịrị ogologo. #freennamdikanu ##url,Abuse
483,88977176,@username caught in the act like onye oshi ọkụkọ 😂😂,Abuse
1882,89792123,@username mustapha nna gi infact nne gi onukwu,Abuse
2402,89976860,@username gbam! uche gi no ya. nwa nza rijuru afo wee nwu chi ya ogu ma na chi ya a gaghi e nwe obi gbuo ya! o ka o buru na o mere amansi!,Normal
2547,89977005,lezienụ anya maka ndị amụma ụgha ndị na-abịakwute gị n'uwe atụrụ ma n'ime ha bụ anụ ọhịa wolf na-emebi emebi.,Abuse
1062,89790631,"chief kaa ịgbà lile, odigi nfe, nna wo si, ntị anụ ife awụ gị ma ọha elege obaa ##url",Normal
439,88977132,"@username nwaanyị ọma see me now,  8064410448  opay",Normal
2471,89976929,"@username dede ogu n'ile bu kwanu maka odimma anyi, ndi ugwu nwe ochichi 2019, 2023 bukwa nke ndi ofe mmanu. ebe ka anyi nu?",Hate
1932,89792174,@username onye ara go sleep. onye iberibe mmụọ. ozu nwụrụ anwu,Abuse
