Unnamed: 0,id,tweet,label
1109,76132475,ae dakiki inde kanason wani mutum ba seya san da niba zankarshi a ko ina wallahi bazan taba bari kaci mutunchi deezell ba sena shiga nayi kichin kichin ##url,Offensive
5219,1253108517545947145,@username is that what’s important right now? create an enabling environment full of opportunities. numbers almajiri school and other vices will naturally decline,Normal
2258,76133625,dan shegiya ba tsinanne seyaci uwatar ##url,Offensive
148,73177951,duk inyamurai ne. ##url,Normal
395,73178198,shegiya bariki 🤣🤣,Offensive
1383,76132750,@username when they investigating kwankwanso government? any plans on almajiri issue? or how foreigners maltreating locals? gandollars end gonna be messy. ppl don't learn from history. has sls dragged his kids in the warwaso?,Normal
5961,1630894686138167296,@username idan ba haka ba zanyimaki rashin mutunci wlh banza jaka wawiya kawai mtsww kije kiyi aure b kizo kinabin yan siyasaba lashe money kawai,Offensive
5147,1319020319928176643,@username matsiyaciya. your children are in abroad and you are here inciting the children of the poor. this is an agenda of some people. you are an edo woman trying to destabilize the north. bloody woman,Offensive
124,73177927,we create vibes 🎶 we vibe on vibe💯 #ymb🔥 #guntu🎶 #weprayforgrace🙏  ##url ##url,Normal
1415,76132782,@username ai kasan arna nakewa u.s oga😂😂,Normal
1403,76132770,alhamdulillah dan dakikiya jakkin banza😆 ##url,Offensive
434,73178237,maganin biri karan maguzawa ##url,Normal
3415,78969425,duk guntaye ne sanann gasu bakake tamkar buhun gawayi ##url,Offensive
5349,901071569065267200,"dear northern nigeria political leaders, take note the kids you don't educate will be almajiri, boko haram recruits! ##url",Normal
6440,1150117345874108417,"begging is the most attractive aspect of almajiri system as it takes the almajirai out of control of their malam and expose them to negative habits as they come in contact with people of low virtue like prostitutes, thugs, cultists, drugs addicts, terrorists, and other criminals.",Normal
5540,1284831904001294339,@username kuma wlhy u wil soon see what u will go through kuna umfani da hotunan ta kuna bata mata suna.. kaskantaccin banza kawai wawaye why didn’t u use your name and pictures,Offensive
3637,78969649,"shegiya twitter gidan kashe abu, ashe almajiri basai me kwano ba",Normal
575,73178378,dadinmi alaji😢 abinda kakebarinsa wurinyanka😂😂😂😂 kawai za’ajawo mana wani ciwon ##url,Normal
1698,76133065,@username arne banza! who spoiled it?. was it not your stupid party @username ?. they destroy everything and stolen everything.,Offensive
3330,78969340,"tunda naga wani inyamuri na tallan dabino, nasan buhari ya gyara kasar nan😂🤣🤣",Normal
3976,78969992,@username we'll keep reminding them. wawaye kawai.,Offensive
4843,1101472398443012097,"i am not and i will neva talk to fool pple like u, kije can kiyita nuna wayewarki da civilazation dinki da jahilci, karshe kizama arniya ki halaka... i don't hav ur time... don't @username ##url",Offensive
1313,76132679,"@username gara hakan ai, watakila sudin zai ji maganar su tunda iyayen gidan shi ne.",Normal
6353,1634233230504128514,"@username jahili ina muku tuni da abun addini daya kamata ayi amma kana wani hauka, wawa trump kawai 😂😂😂.",Offensive
4610,78970629,""" ran haihuwar mukhtari anga abun mamaki, kafirai sun rude, hankalin su ya tashi babu sauran qarya gaskiya ta sauko wanda babu irinsa sannu da zuwa maulana, sidi barka da zuwa maulana mukhtari. #twittermaulud",Normal
6192,1334513895965331463,@username waiyooo karen gidan ku. yana chan wurin yan uwanshi karnuka. wait ur house dog baya chizo ne?,Normal
2065,76133432,"ikon god sai kallo, talaka ya shiga uku ##url",Normal
5306,1606984772366237698,@username amin ya rabb big bro,Normal
1660,76133027,@username yar wahala said kiyi ko kyau ma baki dashi said rigima yar talaka said buri,Offensive
5555,1100651182530445318,"an almajiri,aboki, also a northerner @username ##url",Normal
3369,78969379,@username idan ana maganan suna...kace dangote inyamuri neh koh,Normal
2899,78968908,@username mutumina kace kenan kaima kana da karuwai kenan.,Normal
2146,76133513,@username agwagi ne ko karnuka?,Normal
2631,76133998,"gaskiya ban taba ganin jahilin mutum ba kaman wannan wallahi, ba hadith koh ayah din qur’an sai shegen rantsuwa kaman tsohon boka.   wannan ba dan darika baneh, wannan katotan jahili neh wallahi.... ##url",Offensive
1944,76133311,"@username gaskiya dai allah wadaran naka ya lalace, aiko kaine katon jahili",Offensive
6445,1626327803141541890,@username har da yan gida ku ma arna ne wawa🤣🤣🤣f**ck ur real father,Offensive
1784,76133151,@username received the sad story of a boy gaddafi lawal who was chained both hands &amp; legs at almajiri sch in zaria for reasons unknown. ##url,Normal
1917,76133284,@username meyasa suka xama munafikai?,Normal
4572,78970591,"""kai arne.. @username : zaka sa mana nudes din a header kenan ""@username : gotta change ma header""""",Normal
6412,1467500551554228226,yan iska ba zasu kare ba ##url,Normal
1309,76132675,@username kaga malan idan ba karuwai din ba meza'a kirasu sudin ba zina ake a biyasu ba.,Normal
430,73178233,"""@username : gen @username says he will help the youth but is never known to have helped a single almajiri even in daura. yet we",Normal
3883,78969898,"kodus to my iron governor,  i think with the effort of mallam @username who always keep hope in youth people, i trust him, he will ensure that the almajiri system is well sustainable toward ensure that each &amp; every child has right to education and well being. @username ##url",Normal
678,73178481,"""lol anbar sa wllhy @username : a basra da allahn sa mana “@username : r.i.p tito vilanova....yaci uwarsa kafiri ne fa...”""",Offensive
6504,1112932541034573825,yadda inyamurai su ka hana kan su samun mukaman majalisa – nabena  ##url,Normal
1987,76133354,amma ganduje mugun dan duniya ne 🤣🤣🤣🤣🤣😏🤣😂😂😂😂😂😂😂😂😂 ##url,Offensive
6633,1613047051981398016,@username kaji 'yar matsiyata😞dan uwarki ke wacece.,Offensive
4798,78970820,guntu kamanki? ko kuwa ##url,Normal
3961,78969977,"@username because you be ode, wawa, mumu, jahili and daft that's why u will never understand the fact that winning election is not by winning ur polling unit, and a bigot cannot be the president by establishing himself as the candidate for south &amp; christians.",Offensive
2495,76133862,na zaci ai kin samu karuwa ne ##url,Normal
611,73178414,"gari ya waye duhu ya yaye tsoro ya gushe..   alhamdulillah... allah ka shiryar damu hanya madaidaiciya, ka tsare mana imaninmu daga sharrin shedan, yahudawa da nasara, allah kasa mu cika da imani kasa aljannahr firdausi tazamo makoma garemu baki 1.. 🤲",Normal
5709,1243553359153463299,@username dan shi'a ne mutumin fa,Normal
6467,1561714081245044737,"@username exactly bro. munyi abandoni... nay! betraying brothers dinmu! we've left them to face the wrath of yahudawa and nasara all alone, without an army! haba, ina kishin mu?",Normal
2221,76133588,@username ai kaine babban dakiki kuma jahili ma for that matter. kai da keke bukatan ganin blue film din rahma sadau har wani hankali dakai daza kama mal nasiha! dumb fool!!!,Offensive
6678,1529381761142120449,@username see jamb scorer... ehen. i pass my jamb with flying colors 7years ago. go an read my bio...  daqiqin jahili kawai.,Offensive
3571,78969582,"wahalhalun rayuwar yau da gobe sukan iya gadar da tunani mara kyau a kokolwar dan adam, mafi yawan yan ta adda in kabibiya zakaga, yanayine da suke shiga nawoni lokaci sai yayi tasiri akan su,daga nan sai sufara tunani mara kyau in ba allah yakiyayeba sai abin yamunana.",Normal
4795,78970817,@username toh babba da jaka,Normal
729,73178532,"islamic countries like uae, saudi arabia and co train their children properly for the future. our ppl send their kids to be almajiri.",Normal
2807,76134174,kamar ka kashe arna saba'in ne.,Normal
2111,76133478,"aa ba haka abin yake ba , andai maida kasar nigeria 🇳🇬 kasar kafirai, ta hanyar maida english official language, da kuma yin amfani da english a offices da kuma kudin kasa baki daya. kunga kuwa an maida mu kasar kafirai 😠 ##url",Normal
4003,78970019,@username yes he did😁😁,Indeterminate
704,73178507,@username kamar yaya kenan yar duniya,Offensive
3257,78969267,@username jahilci hauka ji all tweets naka duk kafuran yan kwallo amma nida nake musulmi har zuciyarka baka sona don bana tare da wani qato waishi shehu nace ina son annabi da ubangijina shine ranka ya baci wawa daqiqi allah ya ganar dakai 😀😇,Offensive
4553,78970572,"@username acct:**1357 dr:n1,663.00 desc:770 transfer to soko lending compan 101586960 dt:27/feb/21 17:25pm my registration phone number is 08023420414. thank you.",Indeterminate
2377,76133744,musulmai sunyi nan ku kun hada kai da arna kunyi can. toh allah ya tsare,Normal
2239,76133606,"jahili shike wulakanta mutane, sakarai kuma shi ke cusa kanshi inda za'a wulakanta shi.👌  ka riƙe mutuncinka kada kayi sake a wulakanta ka.",Normal
2467,76133834,@username doluwa ce kawai,Offensive
1963,76133330,kuci uwarta oga kazamiyar banza yar tasha ##url,Offensive
6423,1529943032568725524,"shegiya kuka, ashe har a gana ana cinki ##url",Normal
6219,1516538317629804556,@username dan  allah kiyi hakuri idan mutum ya zageki kibarshi alkah zai miki sakayya. tarbiyyar ki da girman ki yafi karfin kice zaki biyewa marasa hankali da ilimi.,Normal
113,73177916,"@username i followed your responses keenly i couldn’t help it, i totally lost my home training.  you’re a complete oloriburuku, munafiki.",Offensive
2726,76134093,"na, at this point i have to believe hushpuppi too had some mental condition thats why he engage in doing fraud… shegu matsiyata 🤣🤣🤣 ##url",Offensive
4380,78970398,ka kaskantar da kafirci da kafirai. amin🙏🏻 ##url,Indeterminate
1611,76132978,ashe baho ne kai bansani ba🤣🤦🏽‍♂️😭 ##url,Offensive
3011,78969021,"@username if almajiri were girls, it would have ended ages ago. but cos na boys, it's all talk. many interracial relationships with bm is cos how overtly protective we are of our women. off course more needs to be done for all.",Normal
4463,78970482,@username sheik yace gwara su zabi arne akan  su zabi dan izala? wannan abun tabbas hankali bai kamata ya dauka ba saboda allah ya fifita musulmi sannan ya kaskantar da kafirai,Normal
4988,1502389229040590849,kina da kayan alatu amman bakya bawa saurayinki banza marowaciya ##url,Offensive
5653,864973598074785792,"yoruba president was not ready 2 fix ota bridge,bayelsa president prefer 2 fly jet,how can i blame hausa man if e fix almajiri school.",Normal
4979,1493313256882163712,@username allah ka kare mu🤲 ##url,Normal
2914,78968924,"""toh daso @username : “@username : ""toh dan inyamura @username : matsala yaran hausawa kenan""” matsala yaran yarabawa kenan""",Normal
2935,78968945,ku chasu arna ku chasu😂ku chasu ba mai raba ku🤣🤣☺️,Normal
3445,78969455,"there is this kid (almajiri) we know way back in zaria in 2000, he begs around pz and we often show him kindness those days. today, we hear he is now one of the most ruthless kidnappers on that kaduna-abuja expressway.   not a surprise to me.",Normal
3311,78969321,@username allah yashir yaki wannan shigar yahudawa ce kafirai ya allah yasa muyi kyakkyawan karshe😭,Normal
6305,1518930679899332609,"alhamdulilahi at closing women tafsir gagi da'awa branch center in almajiri school,i pray to almighty allah the master of the universe to show us next year, may allah(s,w,a) accepts our ibada  @username ##url",Normal
6208,1251212738967240705,@username dan shegiya ba,Offensive
5067,1230497666976620544,this heat is killing me!!!! it’s like i’m in a sauna. harmattan please come back forgive me for all i said to you.,Indeterminate
6256,995233195401543680,we announced it and whenever any almajiri show he's warned before prayer start and once its done he's to remain mute like everybody ##url,Normal
2676,76134043,"ta yaya ma zanma dan iska mubaya’a, a kama ka da laifin barna kuma ka fito neman kujera in maka mubaya’a wato ma na amince ka cigaba da barna, toh ai dole ka mai dani daniska. da hankali na ni ba mahaukaci ba, ba mutanen da suka cancanta aka rasa ba, toh don me zan zabi mai barna",Offensive
110,73177913,@username kaji arne 😂🤣,Offensive
29,73177832,@username ka riga da kayi nisa a jar tafiya if not da kagane mutumin dake musuluntar da maguzawa ga hidimar da yake ma addini amman saboda kiyayya duk kun shafe idanunku da toka sai dai aibunsa kuke gani bakwa irga alkhairensa haka yakamata musulmi ya zama? irga laifuka da manta alkhairai?,Normal
3073,78969083,two activists jailed for speaking out against president joseph kabila are on hunger strike in #drc,Indeterminate
5006,1560949460640960512,@username sai almajiri  da dan boarding school,Normal
781,73178584,@username wai tsula😂 rara dan iska ne wlh😂🤦🏾‍♂️,Offensive
606,73178409,"@username yar kano baxa tai haka ba idan xamuyi iskanci har sai munje kaduna mene a kaduna wanda babu a kano? abu 1 ne wandaake a kaduna amma ba ayi a kano, shine rayuwar yahudawa babu me kallonka balle ya maka magana idan kayi ba dai-dai ba shi yasa duk wani dan iska baya son xuwa kano",Offensive
1261,76132627,"@username so what exactly are you trying to say here please? , please make it clearer and comprehensively.  are trying to say, what happen to gidadawa area is right?  or you're trying condemns it.... i completely confused 😱",Normal
5547,1623692121872932864,talaka bashi izala koh yayi dan agaji zaka ganshi ##url,Normal
1829,76133196,@username e dey gym.. see six packs,Indeterminate
3930,78969946,@username sudan sai addua yahudawa zasu sa ku halaka kanku in baku kiyaye ba.,Normal
3009,78969019,breaking news📍 adamu garba has been crowned as sarkin mahaukata so also hakimin daqiqai,Offensive
568,73178371,ku chasu arna ku chasu ##url,Normal
5256,997973721158766593,my jos people are already back at it 💯 💯 i dey feel west of minds right from my house.. arne bala'i ne,Normal
6663,1232378483235524608,you will not finish eating the boys are rushing to take the plate and what remains therein. the almajiri school built by @username at kangere lga not single child is there and the structure is in sorry state. please @username we need to ban almajiri on the street.,Normal
6307,1249797726935625728,@username shegiya mahaukaciyar mai kudi ba 😂😂,Offensive
1644,76133011,abinda ya ƙara sa ba zanyi @username ba.  don kaduna insha allah zata zama jos arne bazai ƙara shugabanci koda mataimaki ba. bi'iznillah wa qudratihi. ##url,Normal
5837,866377831139258368,almajiri practice not representing islam – sultan of sokoto,Normal
6533,898825185385529345,3years? so the almajiri schools were a good thing? why was gej vilified so much for it? some even said these schools didn't exist. smh ##url,Normal
6631,582993881077166080,#babanowthatyouarethere i wan admission to nda by merit even almajiri can join if he makes d marks,Normal
4771,78970793,yahudawa dai sunyi nasara akanmu wai bahaushe fa da aka sani da kunya shi zai dauki hoto ya rungumi matarsa yayi uploading ma duniya su gani allah ya sawwaqe allah wadaran naka ya lalace amin,Normal
5761,1394418007699558410,"kunche baa action, ana action yanzu kuma kunche bayahude, what exactly do you want ? ##url",Normal
2448,76133815,duk iliminka idan baka dana addini jahili ne kai 😎,Normal
4178,78970195,@username arne ka wuce knan! allah kiyaye😂😂,Normal
5072,1638598419836018688,@username kasar arna ma kenan,Normal
2011,76133378,@username matsiyaci banza karamin yen yen yen,Offensive
6463,1254305550462070784,we are all at risks but almajiri children are at greater risk facing both hunger and corona virus..  to stop spread of covid-19 govt must make protection and interventions response inclusive for vulnerable street children like almajiri children. ##url,Normal
2550,76133917,sakarai shi ke ɓata lokacinshi wajen neman yardar mutane! mai hankali shi ke ƙarar da rayuwarshi wajen neman yardar allah!  - sada bn suleiman usman.,Normal
3594,78969606,"listen to africalink live. on the program, south africa: anc leadership; drc: kabila rules another year; and cameroon: four police offcers killed, says government ##url ##url",Indeterminate
4712,78970734,"a halin yanzu anyi sulhu tsakanin tuwo da samari, sa6anin abaya gaba ce mummuna.🤩 @username ",Normal
6486,1537507016557699072,@username amin ya kuma kastantar da kafirci da kafira,Indeterminate
93,73177896,@username lloris vs soton tirrrrr arna pelle alaji,Indeterminate
5844,1283743842294992897,@username miyan kuka arniya mai shocking,Normal
5827,1521164018232307712,@username jannah sunanki yafi sunan arna fatabarakallah ahsanalkhalikinah mashaa allah 🌷♥️🌷♥️🌷♥️🌷♥️🌷♥️🌷♥️🌷♥️🌷♥️🌷♥️🌷♥️🌷♥️🌷♥️,Normal
1702,76133069,@username i always said trump was better. su obama din nan munafikai ne wallahi,Offensive
1882,76133249,"@username almajiri is one of our problems in d north. buh while u said dat, r u talking abuh adamawa indigenes or d fulanis only.",Normal
2830,78968839,almajiri represents poverty not islam – sultan of sokoto,Normal
647,73178450,"jiya ba yau ba,  dan shi'a ya bi ta gyallesu #ranarhausa",Normal
71,73177874,"see dix one kuma, ai wannan abunda tayi shine yake nuna real definition na yar tasha. en ur here kana gode mata while batayi differentiates na kai ko muba😂😂 ##url",Offensive
922,76132288,"bastards who want to know where the almajiri schools are , oya read :jonathan launches school for almajiri in sokoto ##url",Normal
5567,1526571058660265984,"hmmmm! your major priority is to capitalise on someone's misfortune to make a name and earn money. tsinanniya kawai, musul-musul. ##url",Offensive
6162,1358174770173460486,zanzagi tuanzebe ta hausa dan kutumar ubanshi. shege biri goggo.,Offensive
5124,1107888174016196608,su auri inyamurai ma in suka ga dama. mbātka!,Normal
4472,78970491,@username hahaha 😂 oga nifa maraya ne kuma almajiri,Normal
5199,1633779386452197376,@username dumaman tuwo da miyar kuka da koko na karya dasu kuma alhamdulillah.,Normal
2163,76133530,@username لـكـم ديـنـكـم و لـي ديـن  shege arne🌚,Offensive
980,76132346,kaji mushuriki ! ##url,Offensive
910,76132276,@username tunda yar tasha ce ba 😂,Offensive
2205,76133572,@username bbc ai ta kafirai ce ko baki saniba ?,Normal
6330,1263958138295812096,"@username but fr tho, anga wata ah inda nake wlh  karfi da yaji sarkin musulmai ya maida mu kafurai",Normal
300,73178103,wai dan aiken yahudawa 😂😂 ##url,Offensive
2978,78968988,babu kunya a nan gaskiya. ko maguzawa ba su yin haka ##url,Offensive
463,73178266,kabila is a useless girl 😂😍,Indeterminate
3668,78969680,ba kasan kashe arna ba? ##url,Normal
1930,76133297,"@username if there was no hatred in north as you claim, how come there is bandits, boko haram and almajiri in the north you've the richest man in africa but you people are the poverty capital  mind you i serve in sokoto (rabah lga) so person no tell me",Normal
2277,76133644,"@username from your profile, i can see you are a justice and logical person. weldone  yar darika👏",Normal
5374,1632772775948570624,@username kayi kokari amma ka gyaran zancen ka bamu maguzawa yaro,Normal
6439,1144316873204477952,"@username idan na sayeshi na zama almubazzari, shi kuma almubazzari dan uwan shaidan ne, shi kuma shaidan kafuri",Normal
4521,78970540,"@username shegu, obi the comedian",Offensive
2630,76133997,@username toh ai gaskiya ne. talakawa nawa ya kara jefawa a wahala. abeggg make him rest.,Normal
5883,1507988994499518470,@username matan ga masu kama da karuwai aha suke neman mazan kwarai wannan ai gangan cine,Normal
4900,1549833517399478272,@username to mutum dan daudu ne da zaa duba shape nashi,Normal
5168,1221427340632301568,"@username 1.for example, i have a friend who is married, he found an almajiri for his wife to help with some house chaos, he enrolled that boy in a primary school, and with a meal everyday, my point,, lets start by minimising this almajiri issues, one house one almajiri at least.....",Normal
380,73178183,just call it what it is..almajiri means student 😂😂😂 ##url,Normal
6739,1368841589532024832,"@username kai dan iska bakin ka kamar na maguzawa, kullum a cikin zagi kake, kuma kai ba bakatsine ba 😂😂",Offensive
3065,78969075,"@username ai it's obvious ne, yahudu da nasara sun bala'in cin galaba akan mutane through got",Normal
4422,78970440,@username rabu da wannan yaron @username .shi a dole wai dan uwanmu ne.,Normal
3709,78969721,bani na iya taye kawae yar tasha ##url,Offensive
4115,78970132,kaduna babes when they saw almajiri wearing getzner in kano. #kadunavskano #kanovskaduna ##url,Normal
6215,1195084807434330112,@username qatuwar arniya ce wallah,Offensive
2039,76133406,@username gsky dan akuya ne pa 😅,Offensive
2941,78968951,@username maddoooo😂😂😂 shege almajiri,Offensive
3006,78969016,ku gafara ga manyan arna nan dawowa🐒 😁 ##url,Normal
1581,76132948,@username dan kutumar uba shege,Offensive
3895,78969910,malama baruwan shaitan dan yana chan bayan duniya a ďaure ##url,Normal
2012,76133379,@username to ina batun sakarai d ka kirani d ita ta kwana?!,Normal
1226,76132592,@username yan kutumar uba ba wai yar eguipment din burouba kayan haushi,Offensive
3448,78969458,@username nabi jakanci da gudu dan mecin uwar babarka dan shegiya mahaukacin banxa,Offensive
6480,1375877560844877824,da dole za'a maida mu 'yan kauye ##url,Normal
4328,78970345,@username yarinyar doluwa ce ta karshe😂,Offensive
6312,1230985220574392322,"almajiri is an arabic word derived for almuhajirun, that's the emigrant which are students that travels from one place to another to seek for islamic knowledge. i think is high time for you to drop the pride, read deeply about almajiranci before posting this ur video @username ##url",Normal
5159,1585760295812988928,@username dan gutsun uwarki wanna ku jera ubanki yake da shi a federal government? inna sa ke twitter ki kamin magana sai naci gatan uwarki jaka jahila,Offensive
6632,1558227058492325888,"@username man utd will definitely sign nobody before the summer close. yan kutumar uba jahilai kawai, ni daina kallon su zan mayi",Offensive
155,73177958,@username iyayen nata ne yan bariki...,Offensive
3667,78969679,wawa jakiii ending sars in sau nawa nakeso ayii dan shegia dabba kawae ##url,Offensive
1067,76132433,karya kake inyamuri ##url,Offensive
1426,76132793,@username yar jagaliya 😂,Offensive
948,76132314,"the instalment which is a move to establish peaceful coexistence was very similar to that of ‘sarkin inyamurai’, chief of igbo residents in kano and ‘sarkin yarabawa’, chief of yoruba residents in kano. it took place on april 25 at the emir’s palace in kano.  #lifeinarewa ##url",Normal
1346,76132713,"he revolted and spoke against the imams, ulamas, politicians and well as the almajiri system of which he equally benefited from to enthrone the cabal. now, karma demands his space so so long sanusi.....",Normal
5294,1364908425667354632,"20 minutes minimum in the sauna seems to be what the studies say is best.   try it &amp; thank us later *sauna @ asr - #2,500* only   come with (3) friends &amp; you pay *#1,500* _each_.  asr ...we got your back always   *for reservations...*  📞 .. 07083382606",Indeterminate
2586,76133953,"join us for another edition of nigeria sports express on @username (105.5) by 12-1pm as we take a look at the role nigeria should be playing in africa football politics and how our ""gentle big brother"" role is affecting the development of football in nigeria  guest: gara gombe ##url",Indeterminate
6425,1246216941586571265,@username hhhh ana shegiya inji dan daudu,Normal
529,73178332,"@username allaah ya tozarta akan akidar ka na walakanta shuwagabanni masu biyen addinin musulunci matsiyaci dan wanda bakowa ba mai mummunar manufa, allaah ya la'ancekah",Offensive
4782,78970804,@username gobe kuwa 1st tin morning xan kori yar iska to gidan su.,Offensive
4866,1263225242408927232,"yadda yarbawan lagos suke yawo da sunan dangote har a cikin wakokin su, da a ce bayarabe ne, har gorin shi zasu dinga yi mana..  mahaukatan banza, masu mattaciyar zuciya..",Offensive
2758,76134125,i'm happy for you. good luck.... in northern nigeria you are still an arne sha. ##url,Normal
5940,1235320167367835649,@username kuga sakarai me zaka yi da fulatanci da kanuri!!?? 😂😂 nfa member. 😅😅,Offensive
4468,78970487,wai almajiri 🤣🤣🤣🤦‍♂️ ##url,Normal
778,73178581,@username shaggu arna 😅🤣,Hate
5333,1510246884715155461,@username ko guda fa ba a kaiba amma malalata harsuje zasu fasa wa inna randah😂😂😂🤣💔,Normal
5951,1234032097234386948,😂😂😂😂 dan duniya ##url,Normal
1604,76132971,"@username wannan fa sako ne ga duk samarin @username guntaye, masu gudu su gudu🏃🏃🏃, domin ba ta da niyyar auren ko daya  daga cikin ku😌😄",Normal
1351,76132718,proudly aboki and almajiri from kano state #iamnorth ##url,Normal
1661,76133028,"@username i hope i have a enough to do so but not the less, i will see how to make sure the almajiri children enjoy this opportunity of free &amp; compulsory education system in kaduna. we just need the support of the governor toward those vulnerable children @username &amp; @username ,thank you🙏",Normal
3969,78969985,"@username lol you’re a very gentleman sir, if na me i for don deck am like 15 times. shegiya 😂",Offensive
4260,78970277,@username yan duniya ne fa,Offensive
2294,76133661,abinda na fahimta daga duk wani account mai sunan ƴa mace a wannan kafa shine . gardawa ne ke bude wannan account da sunan mata dan yaudaran mayun mata a twitter .  mai wannan sunan duk da tarin masoya da take da shi a waje babu wanda yayi mata sai tazo twitte? ##url,Normal
2165,76133532,"@username yaya zanyi najah arna sun samu a gaba, har dariya sukeyi mana saboda musulmi ya rasu, to gashi anbawa wani...",Normal
3617,78969629,@username yar wahala ce wai karuwar,Offensive
4917,739846950573494273,#saynotoalmajiri: touching story of almajiri boy who aspires to become a #governor someday! ##url … @username ,Normal
2452,76133819,@username arne ne 😂,Normal
490,73178293,karka kuskura kazama mai lomar karshe a abincin da bakai kasiyaba.... e get y😎,Normal
3794,78969807,a &amp; m  like almajiri &amp; mai wanke-wanke ?????? ##url,Normal
6064,1318785257047576577,@username karya kake dan kutumar ubanka,Offensive
3499,78969510,"gaskiya street dinnan yana neman lalacewa,wannan idan har ba gaskiya bane.ka tanaji kalaman da zaka kare kanka a gobe kiyama  @username sai kayi hakuri fa,allah ne ya tara masu hankali da gidadawa a wannan street din ##url",Normal
4439,78970457,thank allah.. every almajiri have a pvc.  #yobedecides  #march4buhari,Normal
6403,1508037767363760133,she can be role model to yan tasha .,Offensive
5071,1524729964364505089,@username wani da arabi da bokon amma yafi jahili iya shege,Normal
929,76132295,@username shegiya money💧mai sa ace ma arne mallam 🧢,Normal
6012,1152568792473591809,@username ya tafi arne 😂,Normal
4445,78970464,@username talaka mai takama da boko,Normal
257,73178060,just hoping joseph kabila is not trying to shower change drc for the umpteenth time,Indeterminate
1250,76132616,"""@username : “@username : @username a congo jos? ?”arne kaduna...!!!""hahaha shege dan angwan rukuba",Offensive
2460,76133827,the man who raped a girl in kano has been sentenced to death. lets her from the so called activists.   shegu munafukan musulmai da kafiran banza,Offensive
4739,78970761,tukur sunan fulani ne. kuma sauran sunayen na maguzawa ne. ##url,Normal
2691,76134058,wallahi😂😂😂 shege ne! inyamiri ne😂 ##url,Hate
5106,1382561139628908545,@username jikokin aladu da birai!!!,Offensive
3912,78969927,zamantakewa: me ya sa wasu mazan ke muzgunawa ƴaƴa agola?  ##url,Normal
1164,76132530,allah sa kazama president megida .muji  dadi ##url,Normal
3754,78969767,breaking: arna-bjornar defender ngozi ebere joins nigeria camp after late call-up for cote d'ivoire clash   ##url ##url,Indeterminate
4321,78970338,dan mahaawa'i gidan ka akayi duniya alher mai nasara bangon gabas garnakaki sagaga babban bako.   @username ##url,Normal
